notice_date,event_number,reason,company,address,county,phone,business_type,affected,total_employees,layoff_date,dislocation,union,classification
4/16/2020,2019-1393,Temporary Plant Closing,Zara USA,"666 Fifth AvenueNew York, NY 10019",New York/Kings/Richmond County,(646) 856-7346,Clothing Retail,717,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,2019-1394,Temporary Plant Closing,Zara USA,"630 Old Country RoadGarden City, NY 11530",Suffolk/Nassua County,(646) 856-7346,Clothing Retail,89,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,2019-1395,Temporary Plant Closing,Zara USA,"1000 Palisades Center DriveWest Nyack, NY 10994",Westchester/Rockland County,(646) 856-7346,Clothing Retail,68,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,2019-1396,Temporary Plant Closing,Zara USA,"1 Walden GalleriaBuffalo, NY 14225",Erie County,(646) 856-7346,Clothing Retail,22,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
4/16/2020,2019-1397,Temporary Plant Closing,Zara USA,"1 Crossgates Mall RoadAlbany, NY 12203",Albany County,(646) 856-7346,Clothing Retail,22,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,RWDSU Local 1102,Temporary Plant Closing
3/27/2020,2019-0786,Temporary Plant Layoff,American Management Association International (NYC),"1601 BroadwayNew York, NY 10019",New York County,(212) 903-8018,Consulting Group,26,,(21),Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/27/2020,2019-1109,Temporary Plant Layoff,American Management Association International (Saranac Lake),"600 AMA WaySaranac Lake, NY 12983",Franklin/Clinton County,(212) 903-8018,Consulting Group,28,,(27),Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1346,Temporary Plant Layoff,Del Frisco's Grille of New York LLC dba Del Frisco's Grille - New York,"60 Rockefeller Plaza, Suite HNew York, NY 10020",New York County,(713) 850-1010,Restaurant,101,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1345,Temporary Plant Layoff,Del Frisco's of New York LLC dba Del Frisco's - New York,"1221 Avenue of the AmericasNew York, NY 10020",New York County,(713) 850-1010,Restaurant,251,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1344,Temporary Plant Layoff,Morton's of Chicago/Fifth Ave. dba Morton's - New York,"551 5th AvenueNew York, NY 10176",New York County,(713) 850-1010,Restaurant,69,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1356,Temporary Plant Layoff,Stoler of Westbury dba Westbury Toyota,"1121 Old Country RoadWestbury, NY 11590",Nassau County,(516) 368-8744,Auto Dealership,81,116,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,United Automobile Workers of America,Temporary Plant Layoff
4/7/2020,2019-1355,Temporary Plant Layoff,ADI of NY LLC,"1309 Old Country RoadRiverhead, NY 11901",Suffolk County,(631) 727-0700,Auto Dealership,10,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/7/2020,2019-1354,Temporary Plant Layoff,Eagle Auto Mall Corp.,"1320 Old Country RoadRiverhead, NY 11901",Suffolk County,(631) 727-0700,Auto Dealership,25,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Welfare Fund Local 355,Temporary Plant Layoff
4/7/2020,2019-1353,Temporary Plant Layoff,"Eagle Auto Mall Sales, Inc. dba Eagle Chevrolet","1330 Old Country RoadRiverhead, NY 11901",Suffolk County,(631) 727-0700 Ext,Auto Dealership,30,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Welfare Fund Local 355,Temporary Plant Layoff
4/13/2020,2019-1352,Temporary Plant Layoff,"ICR, Inc.","6 Neptune RoadPoughkeepsie, NY 12601",Dutchess County,(845) 298-0700,"Communication, Public Relations",50,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,2019-1351,Temporary Plant Layoff,"SUNation Solar Systems, Inc.","171 Remington Blvd.Ronkonkoma, NY 11779",Suffolk County,(631) 750-9454,Solar Energy Equipment,128,,3/22/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1350,Temporary Plant Layoff,"Houlihan's Farmingdale, LLC dba Houlihan's – Farmingdale","923 Broad Road, Route 110Farmingdale, NY 11735",Nassau County,(713) 850-1010,Restaurant,85,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1361,Temporary Plant Layoff,Palm New York Downtown LLC dba The Palm - New York (Tribeca),"206 West StreetNew York, NY 10282",New York County,(713) 850-1010,Restaurant,126,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1360,Temporary Plant Layoff,Palm West Corporation dba The Palm - West NY,"250 West 50th StreetNew York, NY 10019",New York County,(713) 850-1010,Restaurant,78,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/14/2020,2019-1359,Plant Layoff,Fortune Media,"40 Fulton StreetNew York, NY 10038",New York County,(917) 273-5013,Media Company,27,,4/30/2020,Unforeseeable business circumstances prompted by COVID-19,"NewsGuild of New York, TNG/CWA, Local 31003",Plant Layoff
3/17/2020,2019-1357,Temporary Plant Layoff,"Bella Coppia, LLC dba Nick & Toni's Restaurant","136 N Main StreetEast Hampton, NY 11937",Suffolk County,(631) 324-0068,Restaurant,24,,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/31/2020,2019-1288,Temporary Plant Layoff,"J.M. Haley, Corporation","151 Toledo StreetFarmingdale, NY 11735",Nassau County,(516) 582-7904,Sheet Metal Contractor,44,,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,United Service Workers Local 355,Temporary Plant Layoff
3/20/2020,2019-1368,Temporary Plant Layoff,The Argyle Group LLC,"50 Broad StreetNew York, NY 10004",New York County,(646) 839-0012,Executive Events Company,24,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1302,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Eastview MallVictor, NY 14564",Ontario County,(614) 283-7292,Retail clothing store,67,67,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1301,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Destiny USASyracuse, NY 13204",Onondaga County,(614) 283-7292,Retail clothing store,83,83,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1300,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Crossgates MallAlbany, NY 12203",Albany County,(614) 283-7292,Retail clothing store,86,86,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1303,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(14 affected sites),Nassau County,(614) 283-7292,Retail clothing store,696,696,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1309,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),Erie County,(614) 283-7292,Retail clothing store,71,71,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1308,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co.601-635 Harry L Drive, Ste 72Johnson City, NY 13790",Broome County,(614) 283-7292,Retail clothing store,37,37,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1307,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(2 affected sites),Jefferson County,(614) 283-7292,Retail clothing store,63,63,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1306,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(8 affected sites),New York/Kings/Queens/Richmond County,(614) 283-7292,Retail clothing store,1166,1166,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1305,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks","Hollister Co.1 Sangertown Square, Ste. 72New Hartford, NY 13413",Oneida County,(614) 283-7292,Retail clothing store,26,26,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/10/2020,2019-1304,Temporary Plant Closing,"Abercrombie & Fitch, abercrombie kids, Hollister Co., and Gilly Hicks",(11 sites),Orange County,(614) 283-7292,Retail clothing store,401,401,Furloughs,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
2/27/2020,2019-0314,Plant Closing,Maplebear Inc. dba Instacart (in-store operations across Fairway Market stores),"50 Manetto Hill RdPlainview, NY 11803",Nassau County,(650) 549-7334,Same-day grocery delivery and pick-up service,22,182,March,Winding down its in-store operations across Fairway Market stores in light of the retailer's recent bankruptcy filing and potential store closures.,The employees are not represented by a union.,Plant Closing
3/31/2020,2019-0965,Temporary Plant Closing,The Goodyear Tire & Rubber Company,"5500 Goodyear DriveNiagara Falls, NY 14304",Niagara County,(716) 236-2649,Manufacturer,41,,30,Unforeseeable business circumstances prompted by COVID-19,United Steel Workers Local 4-277,Temporary Plant Closing
3/24/2020,2019-0868,Temporary Plant Layoff,"Soho House New York, LLC","515 W. 20th StreetNew York, NY 10011",New York County,(646) 483-0603,Hotel,67,67,18,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/24/2020,2019-0869,Temporary Plant Closing,"Soho House New York, Inc.","Members Club29 9th AveNew York, NY 10014",New York County,(646) 483-0603,Hotel,244,244,14,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/24/2020,2019-0870,Temporary Plant Closing,"Soho Ludlow Tenant, Inc.","Members Club139 Ludlow StreetNew York, NY 10002",New York County,(646) 483-0603,Hotel,112,112,Seven,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/3/2020,2019-1383,Temporary Plant Closing,Soho-Works 55 Water Inc.,"55 Water StreetBrooklyn, NY 11201",Kings County,(907) 852-3435,Restaurant,8,8,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/2/2020,2019-1358,Temporary Plant Layoff,"Altamarea Group, LLC","Marea240 Central Park SouthNew York, NY 10019",New York County,(347) 854-0160,Restaurant,,,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1369,Temporary Plant Closing,"StructureTech New York, Inc.","1241 BroadwayNew York, NY 10001",Kings/New York County,(212) 732-5400 Ext,General Contractor,579,579,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,2019-1365,Temporary Plant Layoff,Stoler of Queens Inc. dba Silver Star Motors,"36-11 Norther Blvd.Long Island City, NY 11101",Queens County,(718) 361-2332,Auto Dealership,53,114,3/31/2020,Unforeseeable business circumstances prompted by COVID-19,Local 1102 RWDSU/UFCW,Temporary Plant Layoff
4/14/2020,2019-1363,Temporary Plant Layoff,ALM Media LLC,"150 East 42nd Street, Mezzanine LevelNew York, NY 10017",New York County,(212) 457-9437,Media Company,5,,4/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,2019-1364,Plant Closing,Letgo Group B.V.,"490 Broadway, 5th FloorNew York, NY 10012",New York County,(414) 793-4030,Internet Retail,49,,6/30/2020,Economic,The employees are not represented by a union,Plant Closing
4/15/2020,2019-1367,Temporary Plant Layoff,"Hearth Restaurant Investors, LLC","403 East 12th StreetNew York, NY 10009",New York County,(646) 602-1300,Restaurant,51,57,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,2019-1366,Temporary Plant Layoff,"Brodofication, LLC","403 East 12th StreetNew York, NY 10009",New York County,(646) 602-1300,Broth Shop,34,57,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1386,Temporary Plant Layoff,"Strip House 44th Street, LLC dba Strip House - Midtown (44th)","15 West 44th StreetNew York, NY 10036",New York County,(713) 850-1010,Restaurant,70,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1387,Temporary Plant Layoff,"Strip House Restaurants, LLC dba Strip House - Downtown (12th)","13 East 12th StreetNew York, NY 10003",New York County,(713) 850-1010,Restaurant,64,,4/13/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1377,Temporary Plant Layoff,"Perry Ellis International, Inc.","1120 Avenue of the Americas, 8th FloorNew York, NY 10036",New York County,(305) 873-1226,"Designer, Distribution and Licensor of Apparel",77,,4/24/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/9/2020,2019-1376,Temporary Plant Layoff,"Cast & Crew Payroll, LLC","7 Penn Plaza, Suite 601New York, NY 10001",New York County,(818) 848-6022,Payroll & HR Services,40,,4/10/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,2019-1379,Temporary Plant Layoff,New Museum of Contemporary Art,"235 BoweryNew York, NY 10002",New York County,(212) 219-1222 Ext,Museum,,,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/6/2020,2019-1382,Temporary Plant Closing,Soho - Dumbo Inc.,"55 Water StreetBrooklyn, NY 11201",Kings County,(907) 852-3435,Restaurant,102,102,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/6/2020,2019-1381,Temporary Plant Closing,"Soho-Cecconis (Water Street), LLC","55 Water StreetBrooklyn, NY 11201",Kings County,(908) 752-3435,Restaurant,104,104,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/26/2020,2019-1374,Temporary Plant Layoff,"Suit Supply (USA), Inc.","1000 3rd AvenueNew York, NY 10022",New York/Kings County,(252) 258-5617,Suit Retail,173,,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/2/2020,2019-1380,Temporary Plant Layoff,"Unicell Body Company, Inc.","571 Howard StreetBuffalo, NY 14206",Erie County,(800) 628-8914 Ext,Fiberglass Manufacturing,25,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/17/2020,2019-1378,Temporary Plant Layoff,TravelCenters of America,"1255 Route 414Waterloo, NY 13165",Seneca County,(440) 808-4463,Travel Center,27,,4/14/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/23/2020,2019-1372,Temporary Plant Layoff,Shults Auto Group,"181 E. Fairmount Avnue, Suite 200Lakewood, NY 14750",Cattaraugus/Chautauqua County,716-763-1551,Auto Dealership,,,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/15/2020,2019-1370,Temporary Plant Layoff,Voxx International Corporation,"180 Marcus Blvd.Hauppauge, NY 11788",Suffolk County,(631) 436-6589,Consumer Electronics Company,31,,4/6/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/3/2020,2019-1373,Temporary Plant Layoff,Omega Moulding Company,"1 Sawdust Dr.Bellport, NY 11713",Suffolk County,(800) 289-6634 Ext,Moulding Wholesaler,86,93,4/1/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/1/2020,2019-1371,Temporary Plant Layoff,Barteca dba bartaco,"1 Willet AvenuePort Chester, NY 10573",Westchester County,(703) 244-8972,Restaurant,80,,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/10/2020,2019-1384,Temporary Plant Layoff,"Mid Rockland Imaging Partners, Inc.","4160 Merrick RoadMassapequa, NY 11758",Nassau/Suffolk County,(302) 533-2102,Medical Imaging,16,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union.,Temporary Plant Layoff
4/10/2020,2019-1385,Temporary Plant Layoff,"Mid Rockland Imaging Partners, Inc.","2106 Bronxdale Avenue, Suite 102Bronx, NY 10462",Bronx/Kings/NY/Queens County,(302) 533-2102,Medical Imaging,66,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/16/2020,2019-0461,Temporary Plant Layoff,Lucky,"13 Associates, LLC dba Catch New York21 Ninth AveNew York, NY 10014",New York County,(212) 627-1235,Restaurant,376,,356,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/30/2020,2019-0910,Temporary Plant Closing,Yeshivah of Flatbush,"919 East 10th StreetBrooklyn, NY 11230",Kings County,(718) 377-4040 Ext,School,197,197,34,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/16/2020,2019-0539,Temporary Plant Layoff,"88 Ninth Avenue Hospitality, LLC dba Catch Steak","88 Ninth Ave.New York, NY 10011",New York County,(212) 627-1235 Ext,Restaurant,353,,330,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
3/20/2020,2019-0563,Plant Layoff,Patriot Electric Corp.,"15-17 126th St.College Point, NY 11356",Queens County,(718) 736-8733 Ext,Electrical Contracting,131,,69,Unforeseeable business circumstances prompted by COVID-19,Local 363 - United Service Workers of America,Plant Layoff
3/27/2020,2019-1040,Temporary Plant Closing,Omni Berkshire Corporation dba Omni Berkshire Place Hotel,"21 East 52nd StreetNew York, NY 10022",New York County,(212) 754-5001,Hotel,268,,52,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
3/19/2020,2019-0772,Temporary Plant Layoff,"The Bowery Hotel, LLC","335 BoweryNew York, NY 10003",New York County,(212) 505-9100,Hotel,90,,87,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/16/2020,2019-0518,Temporary Plant Layoff,"Lexington Project Managers, LLC dba Lexington Brass","517 Lexington Ave.New York, NY 10017",New York County,(212) 627-1235 Ext,Restaurant,89,,81,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1321,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"242 West 16th StreetNew York, NY 10011",New York County,(410) 206-6460,Restaurant,57,57,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,2019-1322,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"49 Carmine StreetNew York, NY 10014",New York County,(410) 206-6460,Restaurant,32,32,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,2019-1323,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"244 Mulberry StreetNew York, NY 10012",New York County,(410) 206-6460,Restaurant,39,39,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/8/2020,2019-1324,Temporary Plant Closing,Moose Goose Holding Inc. dba The Grey Dog,"90 University PlaceNew York, NY 10003",New York County,(410) 206-6460,Restaurant,31,31,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,2019-1326,Temporary Plant Layoff,Crestline Hotels & Resorts Hilton Garden Inn Islip/MacArthur Airport,"3485 Veterans Memorial HighwayRonkonkoma, NY 11779",Suffolk County,(571) 529-6362,Hotel,34,,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1320,Temporary Plant Layoff,Hotel Pennsylvania,"401 Seventh AvenueNew York, NY 10001",New York County,(917) 842-3908,Hotel,410,,4/2/2020,Unforeseeable business circumstances prompted by COVID-19,"New York Hotel & Motel Trades Council, AFL-CIO",Temporary Plant Layoff
3/29/2020,2019-1319,Temporary Plant Closing,Major Food Group (MFG) 375 Park Food LLC,"99 East 52nd StreetNew York, NY 10022",New York County,-----,Restaurant,176,176,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Closing
4/7/2020,2019-1310,Temporary PLant Layoff,Avianca,"JFK International Airport Terminal #4B Concourse 2nd Floor, Room 275-168Jamaica, NY 11430",Queens County,(305) 599-7200 Ext,Airline,5,,4/1/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/13/2020,2019-1328,Temporary Plant Layoff,"Manhattan Luxury Automobiles, Inc.","627 11th AvenueNew York, NY 10036",New York County,(201) 255-1243,Auto Dealership,59,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,2019-1327,Temporary Plant Layoff,"Lexus of Queens - Manhattan Luxury Automobiles, Inc.","40-40 Northern Blvd.Long Island City, NY 11101",Queens County,(201) 255-1243,Auto Dealership,82,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local 259 UAW,Temporary Plant Layoff
4/14/2020,2019-1318,Temporary Plant Layoff,Building Maintenance Service LLC,"11 Penn PlazaNew York, NY 10001",New York County,(212) 345-0405,Cleaning Services,206,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1317,Temporary Plant Layoff,Vornado Two Penn Plaza LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,31,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1315,Temporary Plant Layoff,770 Broadway Company LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,58,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1316,Temporary Plant Layoff,Broadway Park Fee LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,40,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1313,Temporary Plant Layoff,Eleven Penn Plaza LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,34,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1314,Temporary Plant Layoff,Ninety Park Property LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,31,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1311,Temporary Plant Layoff,VNO 100 West 33rd Street LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,42,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/14/2020,2019-1312,Temporary Plant Layoff,888 Seventh Ave LLC,"11 Penn PlazaNew York, NY 10001",New York County,(201) 345-0405,Realty,29,,-----,Unforeseeable business circumstances prompted by COVID-19,"Local 32BJ, Service Employees International Union",Temporary Plant Layoff
4/13/2020,2019-1335,Temporary Plant Layoff,"Westchester Toyota Westchester Foreign Autos, Inc.","2167 Central Park AvenueYonkers, NY 10710",Westchester County,(201) 255-1243,Auto Dealership,100,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local No 810,Temporary Plant Layoff
4/13/2020,2019-1334,Temporary Plant Layoff,Bay Ridge Chevrolet Inc.,"1575 86th StreetBrooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,39,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,2019-1333,Temporary Plant Layoff,"Toyota of Manhattan - Skyline Automobiles, Inc.","645 11th AvenueNew York, NY 10036",New York County,(201) 255-1243,Auto Dealership,75,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Local 259 UAW,Temporary Plant Layoff
4/13/2020,2019-1332,Temporary Plant Layoff,"Bay Ridge Nissan, Inc.","6501 5th AvenueBrooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,96,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Teamsters Local Union NO 202,Temporary Plant Layoff
4/13/2020,2019-1331,Temporary Plant Layoff,"Bay Ridge Foreign Autos, Inc.","665 65th StreetBrooklyn, NY 11220",Kings County,(201) 255-1243,Auto Dealership,70,,3/25/2020,Unforeseeable business circumstances prompted by COVID-19,Teamsters Local Union NO 202,Temporary Plant Layoff
4/6/2020,2019-1330,Temporary Plant Layoff,Heinrich Chevrolet Corp.,"5775 S Transit RoadLockport, NY 14094",Niagara County,(716) 478-0742,Auto Dealership,72,74,3/21/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
4/8/2020,2019-1342,Temporary Plant Layoff,"Hamburger Intermediary, LLC dba Bill's Bar & Burger - Rock Center NY","16 West 51st StreetNew York, NY 10019",New York County,(713) 850-1010,Restaurant,141,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1341,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos - Meatpacking NY","675 Hudson StreetNew York, NY 10014",New York County,(713) 850-1010,Restaurant,96,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Plant Layoff
4/8/2020,2019-1340,Temporary Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos - Times Square","1567 Broadway, W Hotel Times SquareNew York, NY 10036",New York County,(713) 850-1010,Restaurant,131,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union,Temporary Layoff
4/8/2020,2019-1339,Temporary Plant Layoff,"B.R. Guest Holdings, LLC dba Dos Caminos – Park Ave NY","373 Park Avenue SouthNew York, NY 10016",New York County,(713) 850-1010,Restaurant,83,,4/8/2020,Unforeseeable business circumstances prompted by COVID-19,The employees are not represented by a union. Non Union,Temporary Plant Layoff
